timestamp,x,y,vx,vy,yaw
1754795324.146379,2.200000,-0.800000,0.789894,-0.273229,0.137004
1754795324.169168,2.200000,-0.700000,0.816159,-0.137127,0.061508
1754795324.195595,2.200000,-0.600000,0.556321,0.748409,-0.394609
1754795324.219351,2.200000,-0.600000,0.305576,0.752268,-0.391289
1754795324.319304,2.100000,-0.600000,0.278175,0.588593,-0.311732
1754795324.646098,1.800000,-0.700000,0.766572,-0.178592,0.085527
1754795324.769299,1.700000,-0.700000,0.377806,-0.219764,0.099817
1754795324.819246,1.700000,-0.600000,0.396495,0.779311,-0.404782
1754795325.047408,1.400000,-1.100000,0.542731,-0.091837,0.035785
1754795325.469308,0.800000,-1.400000,0.557966,-0.357804,0.185454
1754795325.819307,0.100000,-2.400000,0.978984,-0.167176,0.060018
1754795325.845980,0.100000,-2.400000,0.747779,-0.390186,0.172128
1754795325.869290,0.100000,-2.400000,0.925576,-0.475380,0.216214
1754795325.895845,0.100000,-2.400000,0.748581,-0.840884,0.410280
1754795325.919307,0.100000,-2.400000,0.765583,-0.551493,0.269136
1754795325.946465,0.100000,-2.400000,0.636927,-0.747933,0.372713
1754795325.969234,0.100000,-2.400000,0.736234,-0.506729,0.252010
1754795325.994989,0.100000,-2.400000,0.740964,-0.527777,0.261131
1754795326.019349,0.100000,-2.400000,0.710170,-0.628205,0.318314
1754795326.119340,0.100000,-2.300000,0.565273,-0.719370,0.370916
1754795326.145149,0.100000,-2.300000,0.820134,-0.704557,0.354730
1754795326.169199,0.100000,-2.300000,0.820134,-0.704557,0.354730
1754795326.195232,0.100000,-2.300000,0.820134,-0.704557,0.354730
1754795326.219355,0.100000,-2.300000,1.123781,-0.444852,0.211735
1754795326.246650,0.100000,-2.300000,1.073028,-0.464110,0.220477
1754795326.269300,0.100000,-2.300000,1.165632,-0.649624,0.311183
1754795326.296326,0.100000,-2.300000,1.228097,-0.481840,0.226306
1754795326.319256,0.100000,-2.300000,1.231388,-0.676118,0.322776
1754795326.345561,0.100000,-2.300000,1.150370,-0.601764,0.286476
1754795326.369304,0.100000,-2.300000,1.146263,-0.463292,0.220591
1754795326.396513,0.100000,-2.300000,1.180830,-0.749089,0.365999
1754795326.419303,0.100000,-2.200000,1.107171,-0.830037,0.420466
1754795326.445677,0.100000,-2.200000,1.028856,-0.988777,0.494075
1754795326.469212,0.100000,-2.200000,1.107171,-0.830037,0.420466
1754795326.495316,0.100000,-2.200000,1.077699,-0.717317,0.350952
1754795326.519180,0.100000,-2.200000,0.993343,-0.951738,0.467853
1754795326.545756,0.100000,-2.200000,0.754310,-0.917661,0.449337
1754795326.569251,0.100000,-2.200000,0.723332,-0.768977,0.374724
1754795326.595629,0.100000,-2.200000,0.723287,-0.493574,0.242108
1754795326.619375,0.100000,-2.200000,0.847182,-0.445322,0.229164
1754795326.646158,0.100000,-2.200000,1.008813,-0.133972,0.061207
1754795326.669310,0.100000,-2.100000,1.010606,-0.617706,0.275720
1754795326.696254,0.100000,-2.100000,0.975556,-0.427091,0.192304
1754795326.719308,0.100000,-2.100000,0.975556,-0.427091,0.192304
1754795326.746370,0.200000,-2.100000,1.019466,-0.225962,0.104062
1754795326.769355,0.100000,-2.100000,0.936584,-0.260021,0.107103
1754795326.794969,0.100000,-2.100000,0.943325,-0.733310,0.357399
1754795326.819177,0.100000,-2.100000,1.093345,-0.244279,0.110104
1754795326.846287,0.100000,-2.100000,1.244038,-0.471716,0.214179
1754795326.869307,0.100000,-2.200000,0.941500,0.195309,-0.097587
1754795326.895336,0.100000,-2.200000,0.930610,-0.108558,0.054637
1754795326.994964,0.100000,-1.100000,0.298542,0.534765,-0.283890
1754795327.019276,0.000000,-1.100000,0.388219,0.808586,-0.420128
1754795327.046629,0.000000,-1.100000,0.347079,0.495784,-0.260586
1754795327.069350,0.100000,-1.100000,0.608854,0.286836,-0.164843
1754795327.145140,0.100000,-1.000000,0.713509,-0.232449,0.101935
1754795327.169172,0.100000,-1.100000,0.441675,-0.078033,0.022487
1754795327.195974,0.100000,-1.100000,0.451036,-0.109779,0.038758
1754795327.395431,0.100000,-1.100000,0.715728,-0.259405,0.122714
1754795327.419308,0.100000,-1.100000,0.933322,-0.395374,0.194828
1754795327.446000,0.100000,-1.100000,1.045410,-0.428635,0.213002
1754795327.469306,0.100000,-1.100000,1.339053,-0.308072,0.144151
1754795327.495309,0.100000,-1.100000,1.071896,-0.947627,0.472091
1754795327.519255,0.100000,-1.000000,1.034408,-1.095479,0.549417
1754795327.545508,0.100000,-1.000000,1.107171,-0.830037,0.420466
1754795327.569166,0.100000,-1.000000,1.037600,-0.761990,0.380735
1754795327.596267,0.100000,-1.000000,1.037600,-0.761990,0.380735
1754795327.619220,0.100000,-1.000000,1.037600,-0.761990,0.380735
1754795327.645955,0.100000,-1.000000,1.076003,-0.588001,0.306087
1754795327.669166,0.100000,-1.000000,0.884016,-0.440423,0.234348
