time,x,y,vx,vy,yaw
1716570061.032276,1.229835,-0.642029,0.000000,0.000000,-0.216455
1716570061.047273,1.285008,-0.628808,3.678975,0.881570,-0.170823
1716570061.057277,1.275474,-0.605603,-0.952975,2.319437,-0.153426
1716570061.082272,1.275527,-0.554081,0.002148,2.061299,-0.101050
1716570061.097279,1.226626,-0.530075,-3.258670,1.599651,-0.094017
1716570061.107275,1.273302,-0.514669,0.000000,0.000000,-0.060097
1716570061.122272,1.280048,-0.485947,0.449804,1.915225,-0.028111
1716570061.132311,1.267463,-0.465421,-1.253599,2.044656,-0.012415
1716570061.147269,1.254029,-0.424801,-0.898085,2.715540,0.016636
1716570061.162288,1.234052,-0.393682,-1.330104,2.071985,0.040849
1716570061.172272,1.300792,-0.363018,0.000000,0.000000,0.081006
1716570061.182280,1.286724,-0.342199,-1.405675,2.080213,0.097140
1716570061.212291,1.237423,-0.251364,-1.642772,3.026727,0.162355
1716570061.222312,1.221484,-0.230294,-1.590601,2.102697,0.178987
1716570061.237301,1.266501,-0.194094,3.003307,2.415052,0.222319
1716570061.247264,1.249800,-0.173148,0.000000,0.000000,0.237991
1716570061.272264,1.232920,-0.110195,-0.675213,2.518130,0.286775
1716570061.282269,1.253161,-0.081218,2.023079,2.896181,0.319064
1716570061.297287,1.244522,-0.043144,-0.575233,2.535279,0.342260
1716570061.312281,1.217353,-0.015054,-1.811900,1.873296,0.363414
1716570061.337287,1.197598,0.029010,-0.790038,1.762180,0.397515
1716570061.347263,1.208153,0.056765,0.000000,0.000000,0.423371
1716570061.362288,1.194802,0.091510,-0.888525,2.312335,0.455834
1716570061.372368,1.196268,0.117408,0.145430,2.569486,0.479658
1716570061.382297,1.176807,0.133811,0.000000,0.000000,0.493034
1716570061.397497,1.146870,0.148376,-1.969571,0.958206,0.501793
1716570061.412286,1.139252,0.180685,-0.515053,2.184651,0.541728
1716570061.422317,1.139711,0.204994,0.045739,2.423522,0.563868
1716570061.437325,1.112025,0.160942,-1.844729,-2.935181,0.548819
1716570061.447475,1.094020,0.170833,-1.773935,0.974476,0.556499
1716570061.462282,1.080859,0.191630,-0.888860,1.404536,0.574949
1716570061.472309,1.062858,0.200854,-1.795145,0.919855,0.582537
1716570061.487319,1.098044,0.232234,2.344261,2.090705,0.615377
1716570061.497454,1.081309,0.237874,-1.651256,0.556473,0.619633
1716570061.522268,1.052050,0.258772,-1.179142,0.842196,0.637214
1716570061.537311,1.043467,0.246048,-0.570560,-0.845887,0.628903
1716570061.547308,1.028043,0.249211,0.000000,0.000000,0.631376
1716570061.572267,1.007388,0.268409,-0.827595,0.769210,0.648389
1716570061.587328,1.038650,0.289119,2.075654,1.375025,0.654831
1716570061.597301,1.042108,0.301424,0.000000,0.000000,0.666275
1716570061.612284,1.080765,0.344415,2.580039,2.869293,0.706592
1716570061.622315,1.066606,0.344716,-1.411572,0.030053,0.706619
1716570061.647266,1.047663,0.341384,-0.759188,-0.133546,0.704871
1716570061.662276,1.056330,0.366054,0.577404,1.643521,0.723219
1716570061.672272,1.060717,0.399164,0.000000,0.000000,0.742745
1716570061.697273,1.051139,0.382541,-0.383092,-0.664891,0.734144
1716570061.712281,1.048991,0.388794,-0.143136,0.416671,0.758973
1716570061.722271,1.036448,0.385915,0.000000,0.000000,0.756408
1716570061.732271,1.073488,0.421268,3.703889,3.535221,0.804039
1716570061.747304,1.054388,0.408563,-1.270566,-0.845113,0.796233
1716570061.772271,1.044991,0.426685,-0.376409,0.725832,0.809146
1716570061.782274,1.032794,0.422923,-1.219283,-0.376148,0.805862
1716570061.797280,1.065154,0.450014,2.156527,1.805440,0.858452
1716570061.807272,1.053308,0.444616,0.000000,0.000000,0.853958
1716570061.837291,1.021404,0.431185,-1.062760,-0.447430,0.854697
1716570061.847314,1.030887,0.443118,0.946153,1.190682,0.875343
1716570061.862310,1.035175,0.463160,0.285965,1.336464,0.890563
1716570061.872271,1.038713,0.471574,0.000000,0.000000,0.906217
1716570061.922265,0.979603,0.427771,-1.182345,-0.876171,0.876396
1716570061.937299,0.954473,0.410452,-1.671507,-1.151974,0.864691
1716570061.947281,0.994122,0.465352,0.000000,0.000000,0.929092
1716570061.962281,0.976904,0.453079,-1.147835,-0.818177,0.918091
1716570061.972293,0.975779,0.454701,-0.112394,0.161914,0.924804
1716570061.982273,0.991880,0.488398,0.000000,0.000000,0.962413
1716570061.997281,0.961227,0.499056,-2.042520,0.710183,0.968477
1716570062.012280,0.938594,0.478491,-1.508956,-1.371107,0.954352
1716570062.022321,0.937347,0.480157,-0.124154,0.165940,0.960515
1716570062.037341,0.946568,0.480165,0.613939,0.000532,0.977796
1716570062.047289,0.959014,0.514348,0.000000,0.000000,0.999725
1716570062.062280,0.944041,0.499559,-0.998700,-0.986438,0.986037
1716570062.072319,0.933922,0.489939,-1.008058,-0.958261,0.976872
1716570062.082274,0.937990,0.496765,0.000000,0.000000,0.989545
1716570062.092269,0.928510,0.530088,0.000000,0.000000,1.022980
1716570062.112289,0.931410,0.597088,0.144832,3.346647,1.060124
1716570062.122278,0.922721,0.586971,0.000000,0.000000,1.050736
1716570062.137303,0.914069,0.569022,-0.575832,-1.194585,1.037179
1716570062.147290,0.914388,0.570288,0.000000,0.000000,1.043595
1716570062.162283,0.928347,0.613234,0.931009,2.864270,1.053296
1716570062.172312,0.941173,0.633463,1.278990,2.017242,1.078392
1716570062.182271,0.932612,0.623977,0.000000,0.000000,1.069474
1716570062.222274,0.886014,0.615761,-1.164862,-0.205381,1.055673
1716570062.237311,0.872171,0.600293,-0.920585,-1.028652,1.042120
1716570062.247272,0.903864,0.645285,0.000000,0.000000,1.093230
1716570062.272281,0.898758,0.651756,-0.204154,0.258736,1.092627
1716570062.282271,0.890262,0.643095,0.000000,0.000000,1.084230
1716570062.297306,0.860014,0.626897,-2.011956,-1.077412,1.059092
1716570062.312288,0.860008,0.632641,-0.000354,0.383419,1.066566
1716570062.322273,0.850922,0.624136,0.000000,0.000000,1.057935
1716570062.337318,0.867564,0.658702,1.106161,2.297523,1.075667
1716570062.347296,0.871515,0.669848,0.000000,0.000000,1.085444
1716570062.362289,0.891831,0.721885,1.355042,3.470650,1.090840
1716570062.372284,0.895837,0.734669,0.000000,0.000000,1.097548
1716570062.397275,0.874340,0.717416,-0.860200,-0.690398,1.084825
1716570062.407300,0.890501,0.752421,1.612003,3.491735,1.089193
1716570062.422472,0.898058,0.719919,0.498083,-2.142303,1.077693
1716570062.437318,0.891619,0.702109,-0.433707,-1.199706,1.062935
1716570062.447299,0.883633,0.691253,0.000000,0.000000,1.052340
1716570062.462313,0.881301,0.688893,-0.155266,-0.157197,1.045038
1716570062.472264,0.873250,0.678586,0.000000,0.000000,1.034476
1716570062.482308,0.907798,0.754432,3.439805,7.551650,1.047261
1716570062.497282,0.892170,0.767418,-1.043676,0.867223,1.041311
1716570062.507308,0.885909,0.753962,-0.624464,-1.342041,1.028148
1716570062.522270,0.886607,0.748597,0.046691,-0.358584,1.016363
1716570062.537327,0.909219,0.742463,1.501731,-0.407342,1.007735
1716570062.547271,0.914357,0.741269,0.000000,0.000000,1.001092
1716570062.562284,0.940095,0.780183,1.714301,2.591948,0.985898
1716570062.572316,0.934921,0.765294,-0.515700,-1.484152,0.971271
1716570062.582302,0.946633,0.772011,0.000000,0.000000,0.968545
1716570062.597308,0.923621,0.729009,-1.533597,-2.865643,0.930757
1716570062.612294,0.989622,0.791564,4.404122,4.174157,0.950657
1716570062.622275,0.986090,0.772944,0.000000,0.000000,0.933525
1716570062.637322,0.973264,0.715100,-0.852388,-3.844167,0.893066
1716570062.647275,0.982631,0.707053,0.000000,0.000000,0.881698
1716570062.662286,1.028277,0.746065,3.040917,2.598921,0.863645
1716570062.672267,1.045534,0.745209,0.000000,0.000000,0.855241
1716570062.682268,1.056300,0.737099,1.076487,-0.810992,0.843164
1716570062.697273,1.012500,0.697925,-2.918952,-2.610687,0.815108
1716570062.707332,1.038478,0.697970,2.582457,0.004478,0.803505
1716570062.722273,1.032323,0.663268,-0.411952,-2.322560,0.773775
1716570062.737278,1.077583,0.689482,3.016463,1.747042,0.785728
1716570062.747269,1.071857,0.666681,0.000000,0.000000,0.767348
1716570062.772586,1.098050,0.656147,1.034622,-0.416108,0.722736
1716570062.782304,1.092074,0.634745,0.000000,0.000000,0.704857
1716570062.797279,1.061029,0.606401,-2.073031,-1.892713,0.690237
1716570062.812287,1.073908,0.591640,0.858081,-0.983527,0.672375
1716570062.822305,1.065712,0.569873,-0.818069,-2.172800,0.654449
1716570062.832316,1.124064,0.599611,5.828624,2.970410,0.644801
1716570062.847272,1.136069,0.563713,0.802777,-2.400348,0.615991
1716570062.862294,1.141793,0.538418,0.381010,-1.683768,0.591417
1716570062.877297,1.147269,0.513297,0.364999,-1.674409,0.566880
1716570062.897405,1.109355,0.461148,-1.885552,-2.593438,0.528277
1716570062.912288,1.196190,0.479848,5.834822,1.256551,0.497859
1716570062.922272,1.242797,0.483912,0.000000,0.000000,0.485232
1716570062.937302,1.240921,0.456046,-0.124817,-1.854097,0.462180
1716570062.947262,1.261158,0.443531,0.000000,0.000000,0.447906
1716570062.962279,1.265184,0.412579,0.268113,-2.061083,0.422413
1716570062.972307,1.253654,0.386563,-1.149810,-2.594330,0.403325
1716570062.982327,1.262807,0.368890,0.913553,-1.763758,0.387354
1716570062.997272,1.353196,0.381026,6.047984,0.812023,0.353429
1716570063.007345,1.338041,0.361425,-1.504458,-1.945854,0.335331
1716570063.022320,1.340299,0.327134,0.150780,-2.289935,0.307274
1716570063.037312,1.308854,0.274639,-2.097505,-3.501539,0.275079
1716570063.047299,1.293929,0.245776,0.000000,0.000000,0.255016
1716570063.062307,1.304995,0.211674,0.737285,-2.272192,0.225607
1716570063.072268,1.289037,0.183979,0.000000,0.000000,0.205595
1716570063.082277,1.409956,0.177584,12.081273,-0.638849,0.180119
1716570063.097317,1.401278,0.147410,-0.576995,-2.006279,0.158512
1716570063.112331,1.373713,0.101710,-1.835965,-3.043850,0.128544
1716570063.122270,1.394428,0.077551,0.000000,0.000000,0.104698
1716570063.137299,1.386402,0.059834,-0.534057,-1.178869,0.091801
1716570063.147297,1.390026,0.035027,0.000000,0.000000,0.073584
1716570063.162284,1.427409,0.005950,2.494478,-1.940194,0.036065
1716570063.172299,1.405922,-0.020725,-2.145447,-2.663413,0.018486
1716570063.197324,1.343734,-0.051938,-2.485061,-1.247316,0.000853
1716570063.212286,1.370228,-0.084807,1.770656,-2.196665,-0.024648
1716570063.222304,1.420045,-0.107938,4.973091,-2.309106,-0.045991
1716570063.237317,1.363253,-0.130248,-3.782818,-1.486061,-0.062049
1716570063.247277,1.375711,-0.153185,0.000000,0.000000,-0.077805
1716570063.262285,1.337664,-0.183773,-2.535031,-2.038054,-0.098712
1716570063.272272,1.361429,-0.208080,0.000000,0.000000,-0.115117
1716570063.297297,1.418575,-0.234863,2.283535,-1.070212,-0.122835
1716570063.312284,1.403123,-0.264482,-1.031070,-1.976444,-0.140781
1716570063.322273,1.376399,-0.281637,0.000000,0.000000,-0.152094
1716570063.337342,1.427794,-0.296329,3.410620,-0.974949,-0.158677
1716570063.347294,1.461031,-0.319375,0.000000,0.000000,-0.171081
1716570063.362295,1.420528,-0.340472,-2.699927,-1.406270,-0.184407
1716570063.372609,1.416110,-0.358478,-0.428360,-1.745746,-0.194977
1716570063.387297,1.339664,-0.331466,-5.204925,1.839124,-0.180892
1716570063.397273,1.414358,-0.358503,0.000000,0.000000,-0.199335
1716570063.412303,1.396915,-0.376751,-1.160439,-1.214007,-0.209701
1716570063.422325,1.404030,-0.392423,0.709916,-1.563833,-0.218357
1716570063.447274,1.348736,-0.397291,-2.216304,-0.195123,-0.223450
1716570063.462292,1.364435,-0.418739,1.045342,-1.428127,-0.234056
1716570063.472270,1.428447,-0.443100,0.000000,0.000000,-0.240555
1716570063.482277,1.448133,-0.459227,1.967386,-1.611655,-0.244343
1716570063.497284,1.423112,-0.453574,-1.667241,0.376669,-0.239795
1716570063.522281,1.377888,-0.469019,-1.809208,-0.617877,-0.245743
1716570063.537314,1.371869,-0.467464,-0.400353,0.103405,-0.238275
1716570063.547318,1.366499,-0.475230,-0.536728,-0.776214,-0.239468
1716570063.562293,1.356592,-0.485010,-0.661643,-0.653126,-0.223803
1716570063.572303,1.330291,-0.487456,-2.627265,-0.244318,-0.225319
1716570063.587268,1.253375,-0.472690,-5.139915,0.986678,-0.208112
1716570063.597292,1.247924,-0.478372,-0.543774,-0.566819,-0.205667
1716570063.612332,1.257380,-0.487268,0.628727,-0.591479,-0.191465
1716570063.622275,1.262283,-0.495116,0.000000,0.000000,-0.185466
1716570063.637300,1.205937,-0.480165,-3.749910,0.995021,-0.175017
1716570063.647319,1.201852,-0.484006,-0.407740,-0.383344,-0.170051
1716570063.662313,1.210237,-0.488642,0.559195,-0.309249,-0.147533
1716570063.672291,1.235508,-0.498215,0.000000,0.000000,-0.132464
1716570063.687380,1.183124,-0.485896,-3.471578,0.816381,-0.124453
1716570063.712286,1.170674,-0.449667,-0.499914,1.454636,-0.104689
1716570063.722274,1.147903,-0.447946,0.000000,0.000000,-0.103077
1716570063.732318,1.213294,-0.460171,6.510228,-1.217137,-0.073812
1716570063.747331,1.170791,-0.454800,-2.831106,0.357781,-0.071348
1716570063.772273,1.154812,-0.446840,-0.640666,0.319139,-0.052874
1716570063.787313,1.120722,-0.434901,-2.266521,0.793829,-0.049614
1716570063.797304,1.169805,-0.437926,0.000000,0.000000,-0.019303
1716570063.812275,1.157513,-0.433928,-0.821043,0.267040,-0.007793
1716570063.822354,1.136399,-0.430381,-2.094870,0.351944,-0.004843
1716570063.837312,1.122190,-0.413286,-0.949996,1.142865,0.017827
1716570063.847303,1.139883,-0.411273,0.000000,0.000000,0.035611
1716570063.862280,1.136700,-0.401118,-0.212526,0.678008,0.048346
1716570063.872279,1.143933,-0.397165,0.000000,0.000000,0.062003
1716570063.947296,1.015764,-0.352509,-1.708526,0.595277,0.103358
1716570063.957301,1.041324,-0.342721,2.554623,0.978260,0.123176
1716570063.972637,1.058368,-0.332469,1.111419,0.668527,0.146724
1716570063.987303,1.034587,-0.331426,-1.621430,0.071139,0.150920
1716570063.997289,1.034153,-0.325539,0.000000,0.000000,0.161543
1716570064.012307,1.128079,-0.293561,6.254194,2.129246,0.210047
1716570064.022280,1.109298,-0.288856,0.000000,0.000000,0.213940
1716570064.037378,1.103614,-0.265659,-0.376463,1.536370,0.243367
1716570064.047270,1.085666,-0.258132,0.000000,0.000000,0.248321
1716570064.072280,1.056875,-0.242219,-1.151157,0.636261,0.267614
1716570064.087279,1.079644,-0.196709,1.518036,3.034219,0.309529
1716570064.097272,1.146298,-0.149638,0.000000,0.000000,0.347139
1716570064.112281,1.135694,-0.133383,-0.706482,1.083052,0.364242
1716570064.122272,1.142617,-0.118302,0.000000,0.000000,0.382326
1716570064.147292,1.110578,-0.090863,-1.280549,1.096697,0.405397
1716570064.162281,1.124125,-0.060448,0.903815,2.029193,0.439917
1716570064.172308,1.146032,-0.037863,2.184618,2.252297,0.466411
1716570064.182298,1.127719,-0.030955,0.000000,0.000000,0.472224
1716570064.212286,1.090176,0.001997,-1.251951,1.098830,0.496494
1716570064.222318,1.072554,0.009330,-1.756525,0.730922,0.502662
1716570064.232306,1.143213,0.062018,0.000000,0.000000,0.548585
1716570064.247295,1.122248,0.077428,-1.398734,1.028092,0.557918
1716570064.272582,1.103464,0.115810,-0.742831,1.517885,0.579036
1716570064.287294,1.113150,0.148155,0.658352,2.198453,0.609350
1716570064.297283,1.129465,0.177911,0.000000,0.000000,0.634887
1716570064.312283,1.103793,0.188352,-1.711472,0.696017,0.643225
1716570064.337315,1.089305,0.214813,-0.578745,1.057098,0.668218
1716570064.347309,1.100762,0.241197,0.000000,0.000000,0.691564
1716570064.362284,1.102391,0.273951,0.108745,2.187200,0.711848
1716570064.372304,1.105762,0.295121,0.336441,2.112877,0.731365
1716570064.397893,1.087678,0.322084,-0.706722,1.053719,0.750453
1716570064.412289,1.064200,0.329378,-1.630840,0.506662,0.756374
1716570064.422301,1.103245,0.379452,3.899793,5.001314,0.805524
1716570064.437299,1.090898,0.388700,-0.823279,0.616608,0.820007
1716570064.447305,1.074775,0.392573,-1.611319,0.387035,0.823107
1716570064.472311,1.044117,0.418010,-1.226024,1.017233,0.845223
1716570064.487322,1.071195,0.478999,1.803955,4.062986,0.913765
1716570064.497296,1.055555,0.481006,0.000000,0.000000,0.915333
1716570064.512308,1.032010,0.483937,-1.568462,0.195240,0.917692
1716570064.522267,1.036020,0.517367,0.000000,0.000000,0.946199
1716570064.537288,1.013588,0.512248,-1.493318,-0.340794,0.940304
1716570064.547290,0.998320,0.512560,-1.526544,0.031189,0.940502
1716570064.572265,0.977806,0.531372,-0.821358,0.753234,0.962062
1716570064.587291,0.964589,0.573396,-0.879633,2.796735,0.994464
1716570064.597274,0.949679,0.596395,0.000000,0.000000,1.018575
1716570064.612303,0.976058,0.663591,1.755199,4.471078,1.088239
1716570064.622296,0.961599,0.661696,0.000000,0.000000,1.086319
1716570064.647268,0.932478,0.647919,-1.166141,-0.551684,1.082236
1716570064.662290,0.922676,0.654935,-0.652483,0.467015,1.090489
1716570064.672282,0.948837,0.724313,0.000000,0.000000,1.145333
1716570064.682280,0.935659,0.720227,0.000000,0.000000,1.141216
1716570064.697296,0.898881,0.678637,-2.449174,-2.769641,1.107344
1716570064.712291,0.890888,0.681892,-0.533025,0.217103,1.111095
1716570064.722274,0.909197,0.728977,0.000000,0.000000,1.141356
1716570064.732306,0.916694,0.750514,0.747318,2.146761,1.163157
1716570064.747276,0.892885,0.720265,-1.590358,-2.020596,1.142996
1716570064.762278,0.878399,0.732476,-0.965614,0.814004,1.132125
1716570064.772468,0.872038,0.754151,-0.624217,2.127075,1.126981
1716570064.782275,0.861582,0.746231,0.000000,0.000000,1.118418
1716570064.797287,0.902489,0.783542,2.725043,2.485513,1.122568
1716570064.812285,0.890569,0.764355,-0.794719,-1.279247,1.103269
1716570064.837337,0.883511,0.727155,-0.281735,-1.484903,1.068564
1716570064.847265,0.876280,0.712096,0.000000,0.000000,1.053446
1716570064.862309,0.899079,0.746588,1.515513,2.292814,1.054660
1716570064.872641,0.906825,0.752861,0.749706,0.607203,1.052803
1716570064.912292,0.865106,0.680458,-1.052147,-1.826015,0.986760
1716570064.922268,0.858981,0.663905,0.000000,0.000000,0.969615
1716570064.937311,0.911440,0.708055,3.487149,2.934798,0.979250
1716570064.947263,0.907291,0.688564,0.000000,0.000000,0.960879
1716570064.972273,0.907621,0.654061,0.013185,-1.379561,0.923356
1716570064.982275,0.902660,0.635645,-0.495916,-1.841173,0.904892
1716570064.997469,0.879041,0.606213,-1.554527,-1.937119,0.892716
1716570065.007286,0.887197,0.615512,0.000000,0.000000,0.877700
1716570065.022271,0.878093,0.587726,-0.607544,-1.854323,0.851510
1716570065.032371,0.947856,0.643250,6.907495,5.497616,0.871616
1716570065.047271,0.959350,0.646952,0.771372,0.248425,0.869989
1716570065.057276,0.953512,0.627469,-0.583460,-1.947318,0.852722
1716570065.072314,0.957513,0.610986,0.266046,-1.096083,0.834875
1716570065.097302,1.081737,0.752441,4.971252,5.660825,0.842593
1716570065.112307,1.109049,0.749793,1.820219,-0.176499,0.837034
1716570065.122270,1.105017,0.727204,0.000000,0.000000,0.819043
1716570065.137314,1.093761,0.700175,-0.748228,-1.796636,0.797544
1716570065.147309,1.102461,0.689949,0.000000,0.000000,0.788740
1716570065.157277,1.144234,0.722037,0.000000,0.000000,0.789915
1716570065.172272,1.172780,0.734086,1.903677,0.803503,0.791684
1716570065.182322,1.168078,0.711704,-0.467954,-2.227187,0.774158
1716570065.212279,1.149769,0.668214,-0.611155,-1.451736,0.739357
1716570065.222307,1.143043,0.646775,-0.670766,-2.137953,0.722737
1716570065.237316,1.208928,0.669692,4.389820,1.526930,0.729783
1716570065.247278,1.202959,0.645642,0.000000,0.000000,0.711946
1716570065.257277,1.196590,0.621933,0.000000,0.000000,0.694046
1716570065.272295,1.202390,0.598240,0.386239,-1.577564,0.674935
1716570065.282306,1.235838,0.602280,3.341299,0.403574,0.676411
1716570065.297296,1.259589,0.563326,1.584382,-2.598580,0.654308
1716570065.312310,1.249829,0.519708,-0.650081,-2.905314,0.622846
1716570065.322271,1.242695,0.491409,0.000000,0.000000,0.601971
1716570065.337269,1.245430,0.460238,0.182344,-2.078322,0.587277
1716570065.347280,1.295227,0.462222,4.974288,0.198178,0.586289
1716570065.362275,1.298698,0.425077,0.231488,-2.477065,0.562500
1716570065.372466,1.289210,0.394790,-0.931091,-2.971956,0.540819
1716570065.382289,1.306676,0.378924,0.000000,0.000000,0.533355
1716570065.397361,1.263080,0.355395,-2.892389,-1.561022,0.518198
1716570065.412301,1.263718,0.318955,0.042683,-2.439166,0.495964
1716570065.422296,1.342781,0.336383,0.000000,0.000000,0.504913
1716570065.437303,1.322573,0.293050,-1.346583,-2.887430,0.490113
1716570065.447318,1.308508,0.264575,-1.404539,-2.843444,0.470734
1716570065.462326,1.339776,0.250158,2.083370,-0.960621,0.450081
1716570065.472834,1.324293,0.220938,-1.473334,-2.780623,0.429746
1716570065.482282,1.309940,0.195291,0.000000,0.000000,0.411463
1716570065.497277,1.254852,0.173608,-3.673843,-1.446052,0.401027
1716570065.512282,1.247040,0.142490,-0.520642,-2.073882,0.382457
1716570065.522270,1.229591,0.118472,0.000000,0.000000,0.365000
1716570065.532298,1.331139,0.138229,10.126854,1.970229,0.396825
1716570065.547349,1.401499,0.138599,4.674800,0.024587,0.426325
1716570065.562278,1.374858,0.099914,-1.784555,-2.591365,0.400788
1716570065.572303,1.356483,0.074745,-1.832770,-2.510399,0.383638
1716570065.582307,1.367991,0.058817,1.150399,-1.592253,0.381272
1716570065.597277,1.397205,0.100738,1.951499,2.800297,0.401370
1716570065.612313,1.415447,0.082769,1.213195,-1.194975,0.402687
1716570065.622326,1.395739,0.061101,-1.968305,-2.164128,0.388774
1716570065.647296,1.342824,0.049528,-2.119145,-0.463467,0.388273
1716570065.662281,1.383287,0.055830,2.700380,0.420555,0.392128
1716570065.672274,1.393336,0.073432,0.000000,0.000000,0.403524
1716570065.682277,1.393447,0.063185,0.011026,-1.024402,0.401850
1716570065.697275,1.388174,0.081368,-0.351539,1.212371,0.402744
1716570065.707291,1.409733,0.089580,2.152369,0.819908,0.405448
1716570065.722272,1.377922,0.070031,-2.123409,-1.304907,0.392877
1716570065.737296,1.387572,0.105985,0.642276,2.393123,0.444325
1716570065.747269,1.366112,0.094656,0.000000,0.000000,0.437077
1716570065.772825,1.329346,0.073543,-1.438676,-0.826162,0.427853
1716570065.782312,1.308739,0.063706,0.000000,0.000000,0.420959
1716570065.797277,1.355984,0.102080,3.156904,2.564165,0.472902
1716570065.812313,1.322889,0.087947,-2.201157,-0.939963,0.463428
1716570065.837302,1.316759,0.077093,-0.245305,-0.434347,0.460180
1716570065.847318,1.294631,0.068945,-2.209168,-0.813475,0.454379
1716570065.862287,1.274562,0.053892,-1.340709,-1.005609,0.445842
1716570065.882270,1.251250,0.046196,-1.166617,-0.385133,0.444044
1716570065.897270,1.279857,0.090873,1.907012,2.978316,0.483965
1716570065.912284,1.247417,0.079849,-2.160655,-0.734285,0.476271
1716570065.937320,1.202753,0.078972,-1.784049,-0.035010,0.479541
1716570065.947267,1.256310,0.104459,0.000000,0.000000,0.503736
1716570065.962292,1.255329,0.107990,-0.065265,0.234996,0.511317
1716570065.972277,1.233770,0.101646,0.000000,0.000000,0.506578
1716570065.982291,1.212122,0.095491,-2.161738,-0.614593,0.501825
1716570065.997317,1.183561,0.099099,-1.900755,0.240077,0.509551
1716570066.012304,1.150781,0.089845,-2.187227,-0.617440,0.502377
1716570066.022330,1.181714,0.113527,3.085368,2.362050,0.504926
1716570066.037300,1.134224,0.105992,-3.172356,-0.503313,0.500285
1716570066.047272,1.338861,0.220088,0.000000,0.000000,0.557007
1716570066.062311,1.326443,0.221243,-0.825711,0.076850,0.556473
1716570066.074673,1.300135,0.213410,-2.128248,-0.633683,0.550772
1716570066.097279,1.273906,0.218059,-1.160285,0.205655,0.555809
1716570066.112285,1.241347,0.209647,-2.169643,-0.560579,0.549675
1716570066.122277,1.240715,0.215476,0.000000,0.000000,0.552390
1716570066.137302,1.199734,0.205177,-2.727499,-0.685478,0.547369
1716570066.147267,1.278573,0.263006,0.000000,0.000000,0.557153
1716570066.162285,1.267220,0.266213,-0.755923,0.213560,0.556895
1716570066.172278,1.348780,0.335027,0.000000,0.000000,0.563404
1716570066.187165,1.310230,0.349258,-2.589403,0.955864,0.565132
1716570066.197295,1.288955,0.342121,-2.100204,-0.704485,0.560051
1716570066.212289,1.301795,0.358897,0.856338,1.118841,0.561244
1716570066.222279,1.335406,0.382236,0.000000,0.000000,0.570018
1716570066.237310,1.367128,0.375614,2.110432,-0.440578,0.577340
1716570066.247321,1.346054,0.368135,-2.105118,-0.747016,0.572128
1716570066.262279,1.314506,0.357390,-2.109120,-0.718379,0.564339
1716570066.272307,1.314876,0.362645,0.036807,0.524041,0.564031
1716570066.287297,1.307484,0.379421,-0.493114,1.119091,0.569358
1716570066.297292,1.355639,0.415639,0.000000,0.000000,0.566116
1716570066.307274,1.334338,0.407932,0.000000,0.000000,0.560701
1716570066.322282,1.302244,0.396800,-2.138398,-0.741698,0.552557
1716570066.337280,1.295764,0.389040,-0.432067,-0.517410,0.543229
1716570066.347313,1.274075,0.380093,-2.161717,-0.891750,0.536529
1716570066.362278,1.327011,0.427553,3.537391,3.171523,0.534897
1716570066.372959,1.338128,0.436608,1.040888,0.847724,0.534080
1716570066.412371,1.236610,0.398759,-2.575796,-0.960324,0.505471
1716570066.422278,1.312612,0.419125,0.000000,0.000000,0.516550
1716570066.437317,1.287940,0.406402,-1.640490,-0.845993,0.506588
1716570066.447271,1.266611,0.395232,0.000000,0.000000,0.498177
1716570066.472266,1.263141,0.398058,-0.138816,0.113083,0.487530
1716570066.482268,1.241711,0.387776,-2.142534,-1.027987,0.479077
1716570066.497325,1.184489,0.343776,-3.800444,-2.922288,0.452634
1716570066.507350,1.188705,0.340861,0.420573,-0.290794,0.447775
1716570066.522273,1.157537,0.323389,-2.088586,-1.170811,0.433099
1716570066.537318,1.249477,0.335221,6.110970,0.786430,0.427289
1716570066.547310,1.266699,0.334334,0.000000,0.000000,0.422296
1716570066.562280,1.237053,0.311484,-1.980344,-1.526298,0.404609
1716570066.572310,1.242125,0.305860,0.505696,-0.560775,0.397331
1716570066.587369,1.191645,0.258307,-3.352129,-3.157769,0.365401
1716570066.597277,1.406858,0.339304,0.000000,0.000000,0.376740
1716570066.612301,1.441125,0.331275,2.280872,-0.534458,0.369804
1716570066.622291,1.421338,0.312050,0.000000,0.000000,0.356713
1716570066.632263,1.403037,0.271213,0.000000,0.000000,0.340557
1716570066.647316,1.370979,0.269584,-2.129656,-0.108263,0.342696
1716570066.662289,1.338413,0.244372,-2.175037,-1.683858,0.325175
1716570066.673581,1.446104,0.278158,9.536303,2.991853,0.325165
1716570066.687271,1.436263,0.266220,-0.718833,-0.872067,0.322479
1716570066.697274,1.414027,0.248146,-2.222811,-1.806735,0.310836
1716570066.712290,1.419854,0.229231,0.388032,-1.259637,0.295481
1716570066.722275,1.397299,0.212116,0.000000,0.000000,0.283859
1716570066.732304,1.555109,0.252928,15.735559,4.069476,0.293353
1716570066.747281,1.502058,0.219553,-3.542211,-2.228465,0.274592
1716570066.762288,1.467984,0.190865,-2.270617,-1.911695,0.256052
1716570066.772300,1.472047,0.178152,0.405830,-1.269726,0.248197
1716570066.782307,1.448965,0.160026,-2.306466,-1.811258,0.235834
1716570066.797281,1.401185,0.118572,-3.190907,-2.768461,0.212852
