# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.0443,3.7357,0.7280,0.7280
-1.0443,3.7857,0.7433,0.7433
-1.0443,3.8357,0.7500,0.7500
-1.0443,3.8857,0.7500,0.7500
-1.0443,3.9357,0.7500,0.7500
-1.0443,3.9857,0.7500,0.7500
-1.0443,4.0357,0.7500,0.7500
-1.0443,4.0857,0.7500,0.7500
-1.0443,4.1357,0.7500,0.7500
-1.0443,4.1857,0.7500,0.7500
-1.0443,4.2357,0.7500,0.7500
-1.0443,4.2857,0.7500,0.7500
-1.0443,4.3357,0.7500,0.7500
-1.0443,4.3857,0.7500,0.7500
-1.0443,4.4357,0.7500,0.7500
-1.0443,4.4857,0.7500,0.7500
-1.0443,4.5357,0.7500,0.7500
-1.0443,4.5857,0.7500,0.7500
-1.0443,4.6357,0.7500,0.7500
-1.0443,4.6857,0.7500,0.7500
-1.0443,4.7357,0.7500,0.7500
-1.0443,4.7857,0.7500,0.7500
-1.0443,4.8357,0.7500,0.7500
-1.0443,4.8857,0.7500,0.7500
-1.0443,4.9357,0.7500,0.7500
-1.0443,4.9857,0.7500,0.7500
-1.0443,5.0357,0.7500,0.7500
-1.0443,5.0857,0.7500,0.7500
-1.0443,5.1357,0.7500,0.7500
-1.0443,5.1857,0.7500,0.7500
-1.0443,5.2357,0.7500,0.7500
-1.0443,5.2857,0.7500,0.7500
-1.0443,5.3357,0.7500,0.7500
-1.0443,5.3857,0.7500,0.7500
-1.0443,5.4357,0.7500,0.7500
-1.0443,5.4857,0.7500,0.7500
-1.0443,5.5357,0.7500,0.7500
-1.0443,5.5857,0.7500,0.7500
-1.0443,5.6357,0.7500,0.7500
-1.0443,5.6857,0.7500,0.7500
-1.0443,5.7357,0.7500,0.7500
-0.9943,5.7857,0.7517,0.7517
-0.9943,5.8357,0.7566,0.7566
-0.9943,5.8857,0.7649,0.7649
-0.9443,5.9357,0.7280,0.7280
-0.9443,5.9857,0.7433,0.7433
-0.8943,6.0357,0.7159,0.7159
-0.8943,6.0857,0.7382,0.7382
-0.8443,6.1357,0.7211,0.7211
-0.8443,6.1857,0.7500,0.7500
-0.7943,6.2357,0.7433,0.7433
-0.7943,6.2857,0.7778,0.7778
-0.7443,6.3357,0.7810,0.7810
-0.7443,6.3857,0.8201,0.8201
-0.6943,6.4357,0.8322,0.8322
-0.6943,6.4857,0.8746,0.8746
-0.6443,6.5357,0.8944,0.8944
-0.6443,6.5857,0.9394,0.9394
-0.5943,6.6357,0.9657,0.9657
-0.5943,6.6857,1.0124,1.0124
-0.5943,6.7357,1.0595,1.0595
-0.5443,6.7857,1.0920,1.0920
-0.4943,6.7857,1.0794,1.0794
-0.4443,6.7857,1.0689,1.0689
-0.3943,6.7857,1.0607,1.0607
-0.3443,6.7857,1.0548,1.0548
-0.2943,6.7857,1.0512,1.0512
-0.4443,6.7357,1.0198,1.0198
-0.4943,6.7357,1.0308,1.0308
-0.5443,6.7357,1.0440,1.0440
-0.5443,6.6857,0.9962,0.9962
-0.4943,6.6857,0.9823,0.9823
-0.5443,6.6357,0.9487,0.9487
-0.4943,6.6357,0.9341,0.9341
-0.5443,6.5857,0.9014,0.9014
-0.5943,6.5857,0.9192,0.9192
-0.5943,6.5357,0.8732,0.8732
-0.5443,6.5357,0.8544,0.8544
-0.5943,6.4857,0.8276,0.8276
-0.6443,6.4857,0.8500,0.8500
-0.6443,6.4357,0.8062,0.8062
-0.5943,6.4357,0.7826,0.7826
-0.6443,6.3857,0.7632,0.7632
-0.6943,6.3857,0.7906,0.7906
-0.6943,6.3357,0.7500,0.7500
-0.6443,6.3357,0.7211,0.7211
-0.6943,6.2857,0.7106,0.7106
-0.7443,6.2857,0.7433,0.7433
-0.7443,6.2357,0.7071,0.7071
-0.6943,6.2357,0.6727,0.6727
-0.7443,6.1857,0.6727,0.6727
-0.7943,6.1857,0.7106,0.7106
-0.7943,6.1357,0.6801,0.6801
-0.7443,6.1357,0.6403,0.6403
-0.7943,6.0857,0.6519,0.6519
-0.8443,6.0857,0.6946,0.6946
-0.8443,6.0357,0.6708,0.6708
-0.7943,6.0357,0.6265,0.6265
-0.8443,5.9857,0.6500,0.6500
-0.8943,5.9857,0.6964,0.6964
-0.8943,5.9357,0.6801,0.6801
-0.8443,5.9357,0.6325,0.6325
-0.8943,5.8857,0.6671,0.6671
-0.9443,5.8857,0.7159,0.7159
-0.9443,5.8357,0.7071,0.7071
-0.8943,5.8357,0.6576,0.6576
-0.9443,5.7857,0.7018,0.7018
-0.8943,5.7857,0.6519,0.6519
-0.9443,5.7357,0.7000,0.7000
-0.9943,5.7357,0.7500,0.7500
-0.9943,5.6857,0.7500,0.7500
-0.9443,5.6857,0.7000,0.7000
-0.9943,5.6357,0.7500,0.7500
-0.9443,5.6357,0.7000,0.7000
-0.9943,5.5857,0.7500,0.7500
-0.9443,5.5857,0.7000,0.7000
-0.9943,5.5357,0.7500,0.7500
-0.9443,5.5357,0.7000,0.7000
-0.9943,5.4857,0.7500,0.7500
-0.9443,5.4857,0.7000,0.7000
-0.9943,5.4357,0.7500,0.7500
-0.9443,5.4357,0.7000,0.7000
-0.9943,5.3857,0.7500,0.7500
-0.9443,5.3857,0.7000,0.7000
-0.9943,5.3357,0.7500,0.7500
-0.9443,5.3357,0.7000,0.7000
-0.9943,5.2857,0.7500,0.7500
-0.9443,5.2857,0.7000,0.7000
-0.9943,5.2357,0.7500,0.7500
-0.9443,5.2357,0.7000,0.7000
-0.9943,5.1857,0.7500,0.7500
-0.9443,5.1857,0.7000,0.7000
-0.9943,5.1357,0.7500,0.7500
-0.9443,5.1357,0.7000,0.7000
-0.9943,5.0857,0.7500,0.7500
-0.9443,5.0857,0.7000,0.7000
-0.9943,5.0357,0.7500,0.7500
-0.9443,5.0357,0.7000,0.7000
-0.9943,4.9857,0.7500,0.7500
-0.9443,4.9857,0.7000,0.7000
-0.9943,4.9357,0.7500,0.7500
-0.9443,4.9357,0.7000,0.7000
-0.9943,4.8857,0.7500,0.7500
-0.9443,4.8857,0.7000,0.7000
-0.9943,4.8357,0.7500,0.7500
-0.9443,4.8357,0.7000,0.7000
-0.9943,4.7857,0.7500,0.7500
-0.9443,4.7857,0.7000,0.7000
-0.9943,4.7357,0.7500,0.7500
-0.9443,4.7357,0.7000,0.7000
-0.9943,4.6857,0.7500,0.7500
-0.9443,4.6857,0.7000,0.7000
-0.9943,4.6357,0.7500,0.7500
-0.9443,4.6357,0.7000,0.7000
-0.9943,4.5857,0.7500,0.7500
-0.9443,4.5857,0.7000,0.7000
-0.9943,4.5357,0.7517,0.7517
-0.9443,4.5357,0.7018,0.7018
-0.9943,4.4857,0.7566,0.7566
-0.9443,4.4857,0.7071,0.7071
-0.9943,4.4357,0.7649,0.7649
-0.9443,4.4357,0.7159,0.7159
-0.9943,4.3857,0.7762,0.7762
-0.9443,4.3857,0.7280,0.7280
-0.9943,4.3357,0.7906,0.7906
-0.9443,4.3357,0.7433,0.7433
-0.9943,4.2857,0.8000,0.8000
-0.9443,4.2857,0.7500,0.7500
-0.9943,4.2357,0.8000,0.8000
-0.9443,4.2357,0.7500,0.7500
-0.9943,4.1857,0.8000,0.8000
-0.9443,4.1857,0.7500,0.7500
-0.9943,4.1357,0.8000,0.8000
-0.9443,4.1357,0.7500,0.7500
-0.9943,4.0857,0.8000,0.8000
-0.9443,4.0857,0.7500,0.7500
-0.9943,4.0357,0.8000,0.8000
-0.9443,4.0357,0.7500,0.7500
-0.9943,3.9857,0.8000,0.8000
-0.9443,3.9857,0.7500,0.7500
-0.9943,3.9357,0.8000,0.8000
-0.9443,3.9357,0.7500,0.7500
-0.9943,3.8857,0.8000,0.8000
-0.9443,3.8857,0.7500,0.7500
-0.9943,3.8357,0.8000,0.8000
-0.9443,3.8357,0.7500,0.7500
-0.9943,3.7857,0.7906,0.7906
-0.9443,3.7857,0.7500,0.7500
-0.9943,3.7357,0.7762,0.7762
-0.9443,3.7357,0.7500,0.7500
-0.9943,3.6857,0.7649,0.7649
-0.9443,3.6857,0.7500,0.7500
-0.9943,3.6357,0.7566,0.7566
-0.9443,3.6357,0.7500,0.7500
-0.9943,3.5857,0.7517,0.7517
-0.9443,3.5857,0.7500,0.7500
-0.9443,3.5357,0.7500,0.7500
-0.8943,3.5357,0.7000,0.7000
-0.9443,3.4857,0.7517,0.7517
-0.8943,3.4857,0.7018,0.7018
-0.9443,3.4357,0.7566,0.7566
-0.8943,3.4357,0.7071,0.7071
-0.9443,3.3857,0.7649,0.7649
-0.8943,3.3857,0.7159,0.7159
-0.9443,3.3357,0.7762,0.7762
-0.8943,3.3357,0.7280,0.7280
-0.9443,3.2857,0.7906,0.7906
-0.8943,3.2857,0.7433,0.7433
-0.9443,3.2357,0.8000,0.8000
-0.8943,3.2357,0.7500,0.7500
-0.9443,3.1857,0.8000,0.8000
-0.8943,3.1857,0.7500,0.7500
-0.9443,3.1357,0.8000,0.8000
-0.8943,3.1357,0.7500,0.7500
-0.9443,3.0857,0.8000,0.8000
-0.8943,3.0857,0.7500,0.7500
-0.9443,3.0357,0.8000,0.8000
-0.8943,3.0357,0.7500,0.7500
-0.9443,2.9857,0.8000,0.8000
-0.8943,2.9857,0.7500,0.7500
-0.9443,2.9357,0.8000,0.8000
-0.8943,2.9357,0.7500,0.7500
-0.9443,2.8857,0.8000,0.8000
-0.8943,2.8857,0.7500,0.7500
-0.9443,2.8357,0.8000,0.8000
-0.8943,2.8357,0.7500,0.7500
-0.9443,2.7857,0.8000,0.8000
-0.8943,2.7857,0.7500,0.7500
-0.9443,2.7357,0.8000,0.8000
-0.8943,2.7357,0.7500,0.7500
-0.8943,2.6857,0.7517,0.7517
-0.8443,2.6857,0.7018,0.7018
-0.8943,2.6357,0.7566,0.7566
-0.8443,2.6357,0.7071,0.7071
-0.8943,2.5857,0.7649,0.7649
-0.8443,2.5857,0.7159,0.7159
-0.8943,2.5357,0.7762,0.7762
-0.8443,2.5357,0.7280,0.7280
-0.8943,2.4857,0.7906,0.7906
-0.8443,2.4857,0.7433,0.7433
-0.8943,2.4357,0.8000,0.8000
-0.8443,2.4357,0.7500,0.7500
-0.8943,2.3857,0.8000,0.8000
-0.8443,2.3857,0.7500,0.7500
-0.8943,2.3357,0.8000,0.8000
-0.8443,2.3357,0.7500,0.7500
-0.8943,2.2857,0.8000,0.8000
-0.8443,2.2857,0.7500,0.7500
-0.8943,2.2357,0.8000,0.8000
-0.8443,2.2357,0.7500,0.7500
-0.8943,2.1857,0.8000,0.8000
-0.8443,2.1857,0.7500,0.7500
-0.8943,2.1357,0.8000,0.8000
-0.8443,2.1357,0.7500,0.7500
-0.8943,2.0857,0.8000,0.8000
-0.8443,2.0857,0.7500,0.7500
-0.8943,2.0357,0.8000,0.8000
-0.8443,2.0357,0.7500,0.7500
-0.8943,1.9857,0.8000,0.8000
-0.8443,1.9857,0.7500,0.7500
-0.8943,1.9357,0.8000,0.8000
-0.8443,1.9357,0.7500,0.7500
-0.8943,1.8857,0.8000,0.8000
-0.8443,1.8857,0.7500,0.7500
-0.8943,1.8357,0.8000,0.8000
-0.8443,1.8357,0.7500,0.7500
-0.8943,1.7857,0.8000,0.8000
-0.8443,1.7857,0.7500,0.7500
-0.8943,1.7357,0.8000,0.8000
-0.8443,1.7357,0.7500,0.7500
-0.8943,1.6857,0.8000,0.8000
-0.8443,1.6857,0.7500,0.7500
-0.8943,1.6357,0.8000,0.8000
-0.8443,1.6357,0.7500,0.7500
-0.8943,1.5857,0.8000,0.8000
-0.8443,1.5857,0.7500,0.7500
-0.8943,1.5357,0.8000,0.8000
-0.8443,1.5357,0.7500,0.7500
-0.8943,1.4857,0.8000,0.8000
-0.8443,1.4857,0.7500,0.7500
-0.8943,1.4357,0.8000,0.8000
-0.8443,1.4357,0.7500,0.7500
-0.8943,1.3857,0.8000,0.8000
-0.8443,1.3857,0.7500,0.7500
-0.8943,1.3357,0.8000,0.8000
-0.8443,1.3357,0.7500,0.7500
-0.8943,1.2857,0.8000,0.8000
-0.8443,1.2857,0.7500,0.7500
-0.8943,1.2357,0.8000,0.8000
-0.8443,1.2357,0.7500,0.7500
-0.8943,1.1857,0.8000,0.8000
-0.8443,1.1857,0.7500,0.7500
-0.8943,1.1357,0.8000,0.8000
-0.8443,1.1357,0.7500,0.7500
-0.8943,1.0857,0.8000,0.8000
-0.8443,1.0857,0.7500,0.7500
-0.8943,1.0357,0.8000,0.8000
-0.8443,1.0357,0.7500,0.7500
-0.8943,0.9857,0.8000,0.8000
-0.8443,0.9857,0.7500,0.7500
-0.8943,0.9357,0.8016,0.8016
-0.8443,0.9357,0.7517,0.7517
-0.8443,0.8857,0.7566,0.7566
-0.7943,0.8857,0.7071,0.7071
-0.8443,0.8357,0.7649,0.7649
-0.7943,0.8357,0.7159,0.7159
-0.8443,0.7857,0.7762,0.7762
-0.7943,0.7857,0.7280,0.7280
-0.7943,0.7357,0.7433,0.7433
-0.7443,0.7357,0.6964,0.6964
-0.7943,0.6857,0.7616,0.7616
-0.7443,0.6857,0.7159,0.7159
-0.7443,0.6357,0.7382,0.7382
-0.6943,0.6357,0.6946,0.6946
-0.7443,0.5857,0.7616,0.7616
-0.6943,0.5857,0.7159,0.7159
-0.6943,0.5357,0.7382,0.7382
-0.6443,0.5357,0.6946,0.6946
-0.6443,0.4857,0.7211,0.7211
-0.6943,0.4357,0.7906,0.7906
-0.7443,0.4857,0.8062,0.8062
-0.6943,0.3857,0.8201,0.8201
-0.6443,0.3857,0.7810,0.7810
-0.5943,0.4357,0.7106,0.7106
-0.6443,0.3357,0.8139,0.8139
-0.5943,0.3357,0.7778,0.7778
-0.5943,0.2857,0.8139,0.8139
-0.5443,0.2857,0.7778,0.7778
-0.5443,0.2357,0.8139,0.8139
-0.4943,0.2357,0.7778,0.7778
-0.4443,0.2357,0.7433,0.7433
-0.4943,0.1857,0.8139,0.8139
-0.4443,0.1857,0.7778,0.7778
-0.3943,0.1857,0.7433,0.7433
-0.3443,0.1857,0.7106,0.7106
-0.3943,0.1357,0.7810,0.7810
-0.3443,0.1357,0.7500,0.7500
-0.2943,0.1357,0.7211,0.7211
-0.2443,0.1357,0.6946,0.6946
-0.2943,0.0857,0.7632,0.7632
-0.2443,0.0857,0.7382,0.7382
-0.1943,0.0857,0.7159,0.7159
-0.1443,0.0857,0.6964,0.6964
-0.1943,0.0357,0.7616,0.7616
-0.1443,0.0357,0.7433,0.7433
-0.0943,0.0357,0.7280,0.7280
-0.0443,0.0357,0.7159,0.7159
-0.0943,-0.0143,0.7762,0.7762
-0.0443,-0.0143,0.7616,0.7616
0.0057,-0.0143,0.7433,0.7433
0.0557,-0.0143,0.7280,0.7280
0.1057,-0.0143,0.7159,0.7159
0.0557,-0.0643,0.7762,0.7762
0.0057,-0.0643,0.7906,0.7906
0.1057,-0.0643,0.7649,0.7649
0.1557,-0.0643,0.7566,0.7566
0.2057,-0.0643,0.7433,0.7433
0.2557,-0.0643,0.7280,0.7280
0.3057,-0.0643,0.7159,0.7159
0.3557,-0.0643,0.7071,0.7071
0.4057,-0.0643,0.7018,0.7018
0.3557,-0.1143,0.7500,0.7500
0.3057,-0.1143,0.7500,0.7500
0.2557,-0.1143,0.7500,0.7500
0.2057,-0.1143,0.7500,0.7500
0.1557,-0.1143,0.7500,0.7500
0.4057,-0.1143,0.7500,0.7500
0.4557,-0.1143,0.7500,0.7500
0.5057,-0.1143,0.7500,0.7500
0.5557,-0.1143,0.7500,0.7500
0.6057,-0.1143,0.7433,0.7433
0.6557,-0.1143,0.7280,0.7280
0.7057,-0.1143,0.7159,0.7159
0.7557,-0.1143,0.7071,0.7071
0.8057,-0.1143,0.7018,0.7018
0.7557,-0.1643,0.7280,0.7280
0.7057,-0.1643,0.7159,0.7159
0.6557,-0.1643,0.7071,0.7071
0.6057,-0.1643,0.7018,0.7018
0.5557,-0.1643,0.7000,0.7000
0.5057,-0.1643,0.7000,0.7000
0.4557,-0.1643,0.7000,0.7000
0.8057,-0.1643,0.7433,0.7433
0.8557,-0.1643,0.7500,0.7500
0.9057,-0.1643,0.7500,0.7500
0.9557,-0.1643,0.7500,0.7500
1.0057,-0.1643,0.7500,0.7500
1.0557,-0.1643,0.7500,0.7500
1.1057,-0.1143,0.7071,0.7071
1.1557,-0.1143,0.7159,0.7159
1.2057,-0.1143,0.7280,0.7280
1.2557,-0.1143,0.7433,0.7433
1.3057,-0.1143,0.7500,0.7500
1.3557,-0.1143,0.7500,0.7500
1.4057,-0.1143,0.7500,0.7500
1.4557,-0.1143,0.7500,0.7500
1.5057,-0.1143,0.7500,0.7500
1.5557,-0.1143,0.7500,0.7500
1.6057,-0.1143,0.7500,0.7500
1.6557,-0.1143,0.7500,0.7500
1.7057,-0.1143,0.7500,0.7500
1.7557,-0.1143,0.7500,0.7500
1.8057,-0.1143,0.7500,0.7500
1.8557,-0.1143,0.7517,0.7517
1.9057,-0.1143,0.7566,0.7566
1.9557,-0.1143,0.7649,0.7649
2.0057,-0.1143,0.7762,0.7762
2.0557,-0.1143,0.7906,0.7906
2.1057,-0.1143,0.8000,0.8000
2.1557,-0.1143,0.8000,0.8000
2.2057,-0.1143,0.8000,0.8000
2.2557,-0.1143,0.8000,0.8000
2.3057,-0.1143,0.8000,0.8000
2.3557,-0.1143,0.8000,0.8000
2.4057,-0.1143,0.8000,0.8000
2.4557,-0.1143,0.8000,0.8000
2.5057,-0.1143,0.8000,0.8000
2.5557,-0.1143,0.8000,0.8000
2.6057,-0.1143,0.8000,0.8000
2.6557,-0.1143,0.8000,0.8000
2.7057,-0.1143,0.8000,0.8000
2.7557,-0.0643,0.7566,0.7566
2.8057,-0.0643,0.7649,0.7649
2.8557,-0.0643,0.7762,0.7762
2.9057,-0.0643,0.7906,0.7906
2.9557,-0.0643,0.8062,0.8062
3.0057,-0.0143,0.7649,0.7649
3.0557,-0.0143,0.7762,0.7762
3.1057,-0.0143,0.7906,0.7906
3.1557,0.0357,0.7616,0.7616
3.2057,0.0357,0.7826,0.7826
3.2557,0.0357,0.8062,0.8062
3.2057,-0.0143,0.8276,0.8276
3.1557,-0.0143,0.8078,0.8078
3.1057,-0.0643,0.8246,0.8246
3.0557,-0.0643,0.8246,0.8246
3.0057,-0.0643,0.8139,0.8139
2.9557,-0.1143,0.8000,0.8000
2.9057,-0.1143,0.8000,0.8000
2.8557,-0.1143,0.8000,0.8000
2.8057,-0.1143,0.8000,0.8000
2.7557,-0.1143,0.8000,0.8000
2.7057,-0.1643,0.7500,0.7500
2.6557,-0.1643,0.7500,0.7500
2.6057,-0.1643,0.7500,0.7500
2.5557,-0.1643,0.7500,0.7500
2.5057,-0.1643,0.7500,0.7500
2.4557,-0.1643,0.7500,0.7500
2.4057,-0.1643,0.7500,0.7500
2.3557,-0.1643,0.7500,0.7500
2.3057,-0.1643,0.7500,0.7500
2.2557,-0.1643,0.7500,0.7500
2.2057,-0.1643,0.7500,0.7500
2.1557,-0.1643,0.7500,0.7500
2.1057,-0.1643,0.7500,0.7500
2.0557,-0.1643,0.7500,0.7500
2.0057,-0.1643,0.7500,0.7500
1.9557,-0.1643,0.7500,0.7500
1.9057,-0.1643,0.7500,0.7500
1.8557,-0.1643,0.7500,0.7500
1.8057,-0.1643,0.7500,0.7500
1.7557,-0.1643,0.7500,0.7500
1.7057,-0.1643,0.7500,0.7500
1.6557,-0.1643,0.7500,0.7500
1.6057,-0.1643,0.7500,0.7500
1.5557,-0.1643,0.7500,0.7500
1.5057,-0.1643,0.7500,0.7500
1.4557,-0.1643,0.7500,0.7500
1.4057,-0.1643,0.7500,0.7500
1.3557,-0.1643,0.7500,0.7500
1.3057,-0.1643,0.7500,0.7500
1.2557,-0.1643,0.7500,0.7500
1.2057,-0.1643,0.7500,0.7500
1.1557,-0.1643,0.7500,0.7500
1.1057,-0.1643,0.7500,0.7500
1.0557,-0.2143,0.7000,0.7000
1.0057,-0.2143,0.7000,0.7000
0.9557,-0.2143,0.7000,0.7000
0.9057,-0.2143,0.7000,0.7000
0.8557,-0.2143,0.7000,0.7000
