# x_m,y_m,w_tr_right_m,w_tr_left_m
-34.8500,5.3000,0.8602,0.8602
-34.9000,5.3000,0.8322,0.8322
-34.9500,5.2500,0.8500,0.8500
-34.9000,5.2500,0.8746,0.8746
-34.8500,5.2500,0.8846,0.8846
-34.8000,5.2500,0.8515,0.8515
-34.8500,5.2000,0.8485,0.8485
-34.9000,5.2000,0.8732,0.8732
-34.9500,5.2000,0.8902,0.8902
-35.0000,5.2000,0.8602,0.8602
-35.0500,5.2000,0.8322,0.8322
-35.1000,5.1500,0.8500,0.8500
-35.0500,5.1500,0.8746,0.8746
-35.0000,5.1500,0.8732,0.8732
-34.9500,5.1500,0.8500,0.8500
-35.0000,5.1000,0.8276,0.8276
-35.0500,5.1000,0.8500,0.8500
-35.1000,5.1000,0.8746,0.8746
-35.1500,5.1000,0.8602,0.8602
-35.2000,5.1000,0.8322,0.8322
-35.2500,5.0500,0.8500,0.8500
-35.2000,5.0500,0.8746,0.8746
-35.1500,5.0500,0.8602,0.8602
-35.1000,5.0500,0.8322,0.8322
-35.1500,5.0000,0.8201,0.8201
-35.2000,5.0000,0.8515,0.8515
-35.2500,5.0000,0.8846,0.8846
-35.3000,5.0000,0.8602,0.8602
-35.3500,5.0000,0.8322,0.8322
-35.4000,4.9500,0.8500,0.8500
-35.3500,4.9500,0.8746,0.8746
-35.3000,4.9500,0.8746,0.8746
-35.2500,4.9500,0.8485,0.8485
-35.3000,4.9000,0.8322,0.8322
-35.3500,4.9000,0.8602,0.8602
-35.4000,4.9000,0.8902,0.8902
-35.4500,4.9000,0.8602,0.8602
-35.5000,4.9000,0.8322,0.8322
-35.5500,4.8500,0.8500,0.8500
-35.5000,4.8500,0.8746,0.8746
-35.4500,4.8500,0.8746,0.8746
-35.4000,4.8500,0.8500,0.8500
-35.4500,4.8000,0.8322,0.8322
-35.5000,4.8000,0.8602,0.8602
-35.5500,4.8000,0.8902,0.8902
-35.6000,4.8000,0.8602,0.8602
-35.6500,4.8000,0.8322,0.8322
-35.7000,4.7500,0.8485,0.8485
-35.6500,4.7500,0.8746,0.8746
-35.6000,4.7500,0.8846,0.8846
-35.5500,4.7500,0.8515,0.8515
-35.6000,4.7000,0.8485,0.8485
-35.6500,4.7000,0.8746,0.8746
-35.7000,4.7000,0.8846,0.8846
-35.7500,4.7000,0.8485,0.8485
-35.8000,4.7000,0.8139,0.8139
-35.8500,4.6500,0.8139,0.8139
-35.8000,4.6500,0.8485,0.8485
-35.7500,4.6500,0.8846,0.8846
-35.7000,4.6500,0.8602,0.8602
-35.7500,4.6000,0.8500,0.8500
-35.8000,4.6000,0.8746,0.8746
-35.8500,4.6000,0.8485,0.8485
-35.9000,4.6000,0.8139,0.8139
-35.9500,4.6000,0.7778,0.7778
-36.0000,4.5500,0.7778,0.7778
-35.9500,4.5500,0.8139,0.8139
-35.9000,4.5500,0.8485,0.8485
-35.8500,4.5500,0.8602,0.8602
-35.9000,4.5000,0.8500,0.8500
-35.9500,4.5000,0.8485,0.8485
-36.0000,4.5000,0.8139,0.8139
-36.0500,4.5000,0.7810,0.7810
-36.1000,4.5000,0.7500,0.7500
-36.1500,4.4500,0.7632,0.7632
-36.1000,4.4500,0.7906,0.7906
-36.0500,4.4500,0.8201,0.8201
-36.0000,4.4500,0.8515,0.8515
-36.0500,4.4000,0.8500,0.8500
-36.1000,4.4000,0.8322,0.8322
-36.1500,4.4000,0.8062,0.8062
-36.2000,4.4000,0.7810,0.7810
-36.2500,4.3500,0.7906,0.7906
-36.3000,4.3500,0.7632,0.7632
-36.3500,4.3000,0.7826,0.7826
-36.3000,4.3000,0.8062,0.8062
-36.2500,4.3000,0.8322,0.8322
-36.2000,4.3500,0.8201,0.8201
-36.1500,4.3500,0.8500,0.8500
-36.2000,4.3000,0.8500,0.8500
-36.2500,4.2500,0.8276,0.8276
-36.3000,4.2500,0.8500,0.8500
-36.3500,4.2500,0.8276,0.8276
-36.4000,4.2500,0.8062,0.8062
-36.4500,4.2000,0.8201,0.8201
-36.4000,4.2000,0.8500,0.8500
-36.3500,4.2000,0.8276,0.8276
-36.4000,4.1500,0.8062,0.8062
-36.4500,4.1500,0.8322,0.8322
-36.5000,4.1500,0.8322,0.8322
-36.5500,4.1500,0.8062,0.8062
-36.6000,4.1000,0.8276,0.8276
-36.5500,4.1000,0.8500,0.8500
-36.5000,4.1000,0.8201,0.8201
-36.4500,4.1000,0.7906,0.7906
-36.5000,4.0500,0.7810,0.7810
-36.5500,4.0500,0.8139,0.8139
-36.6000,4.0500,0.8485,0.8485
-36.6500,4.0500,0.8500,0.8500
-36.7000,4.0500,0.8276,0.8276
-36.7500,4.0000,0.8500,0.8500
-36.8000,4.0000,0.8201,0.8201
-36.8500,3.9500,0.8322,0.8322
-36.8000,3.9500,0.8500,0.8500
-36.7500,3.9500,0.8276,0.8276
-36.7000,4.0000,0.8500,0.8500
-36.6500,4.0000,0.8276,0.8276
-36.6000,4.0000,0.8062,0.8062
-36.6500,3.9500,0.7826,0.7826
-36.7000,3.9500,0.8062,0.8062
-36.7500,3.9000,0.7826,0.7826
-36.8000,3.9000,0.8062,0.8062
-36.8500,3.9000,0.8322,0.8322
-36.9000,3.9000,0.8500,0.8500
-36.9500,3.9000,0.8276,0.8276
-37.0000,3.8500,0.8500,0.8500
-36.9500,3.8500,0.8515,0.8515
-36.9000,3.8500,0.8201,0.8201
-36.8500,3.8500,0.7906,0.7906
-36.9000,3.8000,0.7810,0.7810
-36.9500,3.8000,0.8139,0.8139
-37.0000,3.8000,0.8485,0.8485
-37.0500,3.8000,0.8732,0.8732
-37.1000,3.8000,0.8500,0.8500
-37.1500,3.7500,0.8602,0.8602
-37.1000,3.7500,0.8602,0.8602
-37.0500,3.7500,0.8322,0.8322
-37.0000,3.7500,0.8062,0.8062
-37.0500,3.7000,0.7906,0.7906
-37.1000,3.7000,0.8201,0.8201
-37.1500,3.7000,0.8500,0.8500
-37.2000,3.7000,0.8732,0.8732
-37.2500,3.7000,0.8500,0.8500
-37.3000,3.6500,0.8732,0.8732
-37.2500,3.6500,0.8500,0.8500
-37.2000,3.6500,0.8276,0.8276
-37.1500,3.6500,0.8062,0.8062
-37.2000,3.6000,0.7826,0.7826
-37.2500,3.6000,0.8062,0.8062
-37.3000,3.6000,0.8322,0.8322
-37.3500,3.6000,0.8602,0.8602
-37.4000,3.6000,0.8602,0.8602
-37.4500,3.5500,0.8746,0.8746
-37.5000,3.5500,0.8500,0.8500
-37.5500,3.5000,0.8732,0.8732
-37.5000,3.5000,0.8846,0.8846
-37.4500,3.5000,0.8485,0.8485
-37.4000,3.5500,0.8515,0.8515
-37.3500,3.5500,0.8201,0.8201
-37.3000,3.5500,0.7906,0.7906
-37.3500,3.5000,0.7810,0.7810
-37.4000,3.5000,0.8139,0.8139
-37.4500,3.4500,0.8139,0.8139
-37.5000,3.4500,0.8485,0.8485
-37.5500,3.4500,0.8846,0.8846
-37.6000,3.4500,0.8944,0.8944
-37.6500,3.4500,0.8732,0.8732
-37.7000,3.4000,0.8902,0.8902
-37.7500,3.4000,0.8602,0.8602
-37.8000,3.3500,0.8746,0.8746
-37.7500,3.3500,0.9014,0.9014
-37.7000,3.3500,0.8746,0.8746
-37.6500,3.4000,0.8944,0.8944
-37.6000,3.4000,0.8732,0.8732
-37.5500,3.4000,0.8485,0.8485
-37.6000,3.3500,0.8276,0.8276
-37.6500,3.3500,0.8500,0.8500
-37.7000,3.3000,0.8322,0.8322
-37.7500,3.3000,0.8602,0.8602
-37.8000,3.3000,0.8902,0.8902
-37.8500,3.3000,0.8944,0.8944
-37.9000,3.3000,0.8732,0.8732
-37.9500,3.2500,0.8944,0.8944
-37.9000,3.2500,0.9179,0.9179
-37.8500,3.2500,0.8846,0.8846
-37.8000,3.2500,0.8515,0.8515
-37.8500,3.2000,0.8485,0.8485
-37.9000,3.2000,0.8746,0.8746
-37.9500,3.2000,0.9014,0.9014
-38.0000,3.2000,0.9179,0.9179
-38.0500,3.2000,0.8944,0.8944
-38.1000,3.1500,0.9179,0.9179
-38.0500,3.1500,0.9179,0.9179
-38.0000,3.1500,0.8902,0.8902
-37.9500,3.1500,0.8602,0.8602
-38.0000,3.1000,0.8500,0.8500
-38.0500,3.1000,0.8732,0.8732
-38.1000,3.1000,0.8944,0.8944
-38.1500,3.1000,0.9179,0.9179
-38.2000,3.1000,0.9014,0.9014
-38.2500,3.0500,0.9179,0.9179
-38.2000,3.0500,0.9014,0.9014
-38.1500,3.0500,0.8746,0.8746
-38.1000,3.0500,0.8500,0.8500
-38.1500,3.0000,0.8322,0.8322
-38.2000,3.0000,0.8602,0.8602
-38.2500,3.0000,0.8902,0.8902
-38.3000,3.0000,0.9220,0.9220
-38.3500,3.0000,0.9179,0.9179
-38.4000,2.9500,0.9301,0.9301
-38.4500,2.9500,0.9014,0.9014
-38.5000,2.9000,0.9179,0.9179
-38.4500,2.9000,0.9179,0.9179
-38.4000,2.9000,0.8944,0.8944
-38.3500,2.9500,0.9179,0.9179
-38.3000,2.9500,0.8846,0.8846
-38.2500,2.9500,0.8515,0.8515
-38.3000,2.9000,0.8485,0.8485
-38.3500,2.9000,0.8732,0.8732
-38.4000,2.8500,0.8500,0.8500
-38.4500,2.8500,0.8746,0.8746
-38.5000,2.8500,0.9014,0.9014
-38.5500,2.8500,0.9301,0.9301
-38.6000,2.8500,0.9014,0.9014
-38.6500,2.8000,0.9179,0.9179
-38.6000,2.8000,0.9220,0.9220
-38.5500,2.8000,0.8902,0.8902
-38.5000,2.8000,0.8602,0.8602
-38.5500,2.7500,0.8515,0.8515
-38.6000,2.7500,0.8846,0.8846
-38.6500,2.7500,0.9192,0.9192
-38.7000,2.7500,0.9394,0.9394
-38.7500,2.7500,0.9179,0.9179
-38.8000,2.7000,0.9301,0.9301
-38.7500,2.7000,0.9434,0.9434
-38.7000,2.7000,0.9179,0.9179
-38.6500,2.7000,0.8846,0.8846
-38.7000,2.6500,0.8746,0.8746
-38.7500,2.6500,0.9014,0.9014
-38.8000,2.6500,0.9301,0.9301
-38.8500,2.6500,0.9434,0.9434
-38.9000,2.6500,0.9179,0.9179
-38.9500,2.6000,0.9394,0.9394
-38.9000,2.6000,0.9434,0.9434
-38.8500,2.6000,0.9179,0.9179
-38.8000,2.6000,0.8902,0.8902
-38.8500,2.5500,0.8746,0.8746
-38.9000,2.5500,0.9014,0.9014
-38.9500,2.5500,0.9301,0.9301
-39.0000,2.5500,0.9605,0.9605
-39.0500,2.5500,0.9301,0.9301
-39.1000,2.5000,0.9434,0.9434
-39.0500,2.5000,0.9552,0.9552
-39.0000,2.5000,0.9220,0.9220
-38.9500,2.5000,0.8902,0.8902
-39.0000,2.4500,0.8846,0.8846
-39.0500,2.4500,0.9179,0.9179
-39.1000,2.4500,0.9394,0.9394
-39.1500,2.4500,0.9618,0.9618
-39.2000,2.4500,0.9394,0.9394
-39.2500,2.4000,0.9605,0.9605
-39.3000,2.4000,0.9301,0.9301
-39.3500,2.3500,0.9434,0.9434
-39.3000,2.3500,0.9605,0.9605
-39.2500,2.3500,0.9301,0.9301
-39.2000,2.4000,0.9434,0.9434
-39.1500,2.4000,0.9179,0.9179
-39.1000,2.4000,0.8944,0.8944
-39.1500,2.3500,0.8746,0.8746
-39.2000,2.3500,0.9014,0.9014
-39.2500,2.3000,0.8902,0.8902
-39.3000,2.3000,0.9220,0.9220
-39.3500,2.3000,0.9552,0.9552
-39.4000,2.3000,0.9618,0.9618
-39.4500,2.3000,0.9394,0.9394
-39.5000,2.2500,0.9618,0.9618
-39.4500,2.2500,0.9708,0.9708
-39.4000,2.2500,0.9434,0.9434
-39.3500,2.2500,0.9179,0.9179
-39.4000,2.2000,0.9014,0.9014
-39.4500,2.2000,0.9301,0.9301
-39.5000,2.2000,0.9605,0.9605
-39.5500,2.2000,0.9849,0.9849
-39.6000,2.2000,0.9618,0.9618
-39.6500,2.1500,0.9849,0.9849
-39.7000,2.1500,0.9618,0.9618
-39.7500,2.1000,0.9849,0.9849
-39.7000,2.1000,0.9708,0.9708
-39.6500,2.1000,0.9434,0.9434
-39.6000,2.1500,0.9618,0.9618
-39.5500,2.1500,0.9394,0.9394
-39.5000,2.1500,0.9179,0.9179
-39.5500,2.1000,0.8944,0.8944
-39.6000,2.1000,0.9179,0.9179
-39.6500,2.0500,0.9014,0.9014
-39.7000,2.0500,0.9301,0.9301
-39.7500,2.0500,0.9605,0.9605
-39.8000,2.0500,0.9925,0.9925
-39.8500,2.0500,0.9849,0.9849
-39.9000,2.0000,1.0062,1.0062
-39.9500,2.0000,0.9849,0.9849
-40.0000,1.9500,1.0000,1.0000
-39.9500,1.9500,1.0000,1.0000
-39.9000,1.9500,0.9708,0.9708
-39.8500,2.0000,0.9862,0.9862
-39.8000,2.0000,0.9552,0.9552
-39.7500,2.0000,0.9220,0.9220
-39.8000,1.9500,0.9179,0.9179
-39.8500,1.9500,0.9434,0.9434
-39.9000,1.9000,0.9301,0.9301
-39.9500,1.9000,0.9605,0.9605
-40.0000,1.9000,0.9862,0.9862
-40.0500,1.9000,1.0124,1.0124
-40.1000,1.9000,0.9862,0.9862
-40.1500,1.8500,1.0000,1.0000
-40.2000,1.8500,0.9708,0.9708
-40.2500,1.8000,0.9862,0.9862
-40.2000,1.8000,1.0124,1.0124
-40.1500,1.8000,0.9862,0.9862
-40.1000,1.8500,1.0000,1.0000
-40.0500,1.8500,0.9708,0.9708
-40.0000,1.8500,0.9434,0.9434
-40.0500,1.8000,0.9301,0.9301
-40.1000,1.8000,0.9605,0.9605
-40.1500,1.7500,0.9434,0.9434
-40.2000,1.7500,0.9708,0.9708
-40.2500,1.7500,1.0000,1.0000
-40.3000,1.7500,1.0062,1.0062
-40.3500,1.7500,0.9849,0.9849
-40.4000,1.7000,1.0000,1.0000
-40.4500,1.7000,0.9708,0.9708
-40.5000,1.6500,0.9862,0.9862
-40.4500,1.6500,1.0124,1.0124
-40.4000,1.6500,1.0000,1.0000
-40.3500,1.7000,1.0124,1.0124
-40.3000,1.7000,0.9862,0.9862
-40.2500,1.7000,0.9605,0.9605
-40.3000,1.6500,0.9434,0.9434
-40.3500,1.6500,0.9708,0.9708
-40.4000,1.6000,0.9605,0.9605
-40.4500,1.6000,0.9862,0.9862
-40.5000,1.6000,1.0124,1.0124
-40.5500,1.6000,1.0000,1.0000
-40.6000,1.6000,0.9708,0.9708
-40.6500,1.5500,0.9862,0.9862
-40.7000,1.5500,0.9605,0.9605
-40.7500,1.5000,0.9708,0.9708
-40.8000,1.5000,0.9434,0.9434
-40.8500,1.4500,0.9618,0.9618
-40.8000,1.4500,0.9862,0.9862
-40.7500,1.4500,1.0124,1.0124
-40.7000,1.5000,1.0000,1.0000
-40.6500,1.5000,1.0062,1.0062
-40.6000,1.5500,1.0124,1.0124
-40.5500,1.5500,1.0000,1.0000
-40.5000,1.5500,0.9708,0.9708
-40.5500,1.5000,0.9605,0.9605
-40.6000,1.5000,0.9849,0.9849
-40.6500,1.4500,0.9618,0.9618
-40.7000,1.4500,0.9862,0.9862
-40.7500,1.4000,0.9708,0.9708
-40.8000,1.4000,1.0000,1.0000
-40.8500,1.4000,1.0062,1.0062
-40.9000,1.4000,0.9849,0.9849
-40.9500,1.4000,0.9618,0.9618
-41.0000,1.3500,0.9849,0.9849
-41.0500,1.3500,0.9605,0.9605
-41.1000,1.3000,0.9708,0.9708
-41.1500,1.3000,0.9434,0.9434
-41.2000,1.2500,0.9618,0.9618
-41.1500,1.2500,0.9862,0.9862
-41.1000,1.2500,1.0124,1.0124
-41.0500,1.3000,1.0000,1.0000
-41.0000,1.3000,1.0124,1.0124
-40.9500,1.3500,1.0062,1.0062
-40.9000,1.3500,1.0062,1.0062
-40.8500,1.3500,0.9849,0.9849
-40.9000,1.3000,0.9618,0.9618
-40.9500,1.3000,0.9862,0.9862
-41.0000,1.2500,0.9708,0.9708
-41.0500,1.2500,1.0000,1.0000
-41.1000,1.2000,0.9849,0.9849
-41.1500,1.2000,1.0062,1.0062
-41.2000,1.2000,1.0062,1.0062
-41.2500,1.2000,0.9849,0.9849
-41.3000,1.2000,0.9618,0.9618
-41.3500,1.1500,0.9849,0.9849
-41.3000,1.1500,1.0062,1.0062
-41.2500,1.1500,1.0062,1.0062
-41.2000,1.1500,0.9849,0.9849
-41.2500,1.1000,0.9618,0.9618
-41.3000,1.1000,0.9862,0.9862
-41.3500,1.1000,1.0124,1.0124
-41.4000,1.1000,1.0000,1.0000
-41.4500,1.1000,0.9708,0.9708
-41.5000,1.0500,0.9862,0.9862
-41.5500,1.0500,0.9605,0.9605
-41.6000,1.0000,0.9708,0.9708
-41.5500,1.0000,1.0000,1.0000
-41.5000,1.0000,1.0062,1.0062
-41.4500,1.0500,1.0124,1.0124
-41.4000,1.0500,1.0000,1.0000
-41.3500,1.0500,0.9708,0.9708
-41.4000,1.0000,0.9605,0.9605
-41.4500,1.0000,0.9849,0.9849
-41.5000,0.9500,0.9618,0.9618
-41.5500,0.9500,0.9849,0.9849
-41.6000,0.9500,1.0062,1.0062
-41.6500,0.9500,0.9862,0.9862
-41.7000,0.9500,0.9605,0.9605
-41.7500,0.9000,0.9708,0.9708
-41.7000,0.9000,1.0000,1.0000
-41.6500,0.9000,0.9862,0.9862
-41.6000,0.9000,0.9618,0.9618
-41.6500,0.8500,0.9434,0.9434
-41.7000,0.8500,0.9708,0.9708
-41.7500,0.8500,1.0000,1.0000
-41.8000,0.8500,0.9862,0.9862
-41.8500,0.8500,0.9618,0.9618
-41.9000,0.8000,0.9849,0.9849
-41.9500,0.8000,0.9618,0.9618
-42.0000,0.7500,0.9849,0.9849
-42.0500,0.7500,0.9618,0.9618
-42.1000,0.7000,0.9849,0.9849
-42.0500,0.7000,1.0062,1.0062
-42.0000,0.7000,1.0062,1.0062
-41.9500,0.7500,1.0062,1.0062
-41.9000,0.7500,1.0000,1.0000
-41.8500,0.8000,1.0062,1.0062
-41.8000,0.8000,0.9862,0.9862
-41.7500,0.8000,0.9605,0.9605
-41.8000,0.7500,0.9434,0.9434
-41.8500,0.7500,0.9708,0.9708
-41.9000,0.7000,0.9605,0.9605
-41.9500,0.7000,0.9849,0.9849
-42.0000,0.6500,0.9618,0.9618
-42.0500,0.6500,0.9862,0.9862
-42.1000,0.6500,1.0124,1.0124
-42.1500,0.6500,1.0000,1.0000
-42.2000,0.6500,0.9708,0.9708
-42.2500,0.6000,0.9862,0.9862
-42.3000,0.6000,0.9618,0.9618
-42.3500,0.5500,0.9849,0.9849
-42.4000,0.5500,0.9618,0.9618
-42.4500,0.5000,0.9849,0.9849
-42.4000,0.5000,1.0062,1.0062
-42.3500,0.5000,1.0296,1.0296
-42.3000,0.5500,1.0062,1.0062
-42.2500,0.5500,1.0124,1.0124
-42.2000,0.6000,1.0124,1.0124
-42.1500,0.6000,1.0000,1.0000
-42.1000,0.6000,0.9708,0.9708
-42.1500,0.5500,0.9605,0.9605
-42.2000,0.5500,0.9862,0.9862
-42.2500,0.5000,0.9708,0.9708
-42.3000,0.5000,1.0000,1.0000
-42.3500,0.4500,0.9849,0.9849
-42.4000,0.4500,1.0062,1.0062
-42.4500,0.4500,1.0296,1.0296
-42.5000,0.4500,1.0062,1.0062
-42.5500,0.4500,0.9849,0.9849
-42.6000,0.4000,0.9925,0.9925
-42.5500,0.4000,1.0259,1.0259
-42.5000,0.4000,1.0062,1.0062
-42.4500,0.4000,0.9849,0.9849
-42.5000,0.3500,0.9618,0.9618
-42.5500,0.3500,0.9862,0.9862
-42.6000,0.3500,1.0124,1.0124
-42.6500,0.3500,1.0000,1.0000
-42.7000,0.3500,0.9708,0.9708
-42.7500,0.3000,0.9862,0.9862
-42.7000,0.3000,1.0124,1.0124
-42.6500,0.3000,1.0000,1.0000
-42.6000,0.3000,0.9708,0.9708
-42.6500,0.2500,0.9605,0.9605
-42.7000,0.2500,0.9849,0.9849
-42.7500,0.2500,1.0062,1.0062
-42.8000,0.2500,1.0062,1.0062
-42.8500,0.2500,0.9849,0.9849
-42.9000,0.2000,1.0062,1.0062
-42.9500,0.2000,0.9849,0.9849
-43.0000,0.1500,0.9925,0.9925
-43.0500,0.1500,0.9605,0.9605
-43.1000,0.1000,0.9708,0.9708
-43.1500,0.1000,0.9434,0.9434
-43.2000,0.0500,0.9618,0.9618
-43.1500,0.0500,0.9862,0.9862
-43.1000,0.0500,1.0124,1.0124
-43.0500,0.1000,1.0000,1.0000
-43.0000,0.1000,1.0000,1.0000
-42.9500,0.1500,1.0124,1.0124
-42.9000,0.1500,0.9862,0.9862
-42.8500,0.2000,1.0062,1.0062
-42.8000,0.2000,0.9849,0.9849
-42.7500,0.2000,0.9618,0.9618
-42.8000,0.1500,0.9394,0.9394
-42.8500,0.1500,0.9618,0.9618
-42.9000,0.1000,0.9434,0.9434
-42.9500,0.1000,0.9708,0.9708
-43.0000,0.0500,0.9605,0.9605
-43.0500,0.0500,0.9862,0.9862
-43.1000,0.0000,0.9708,0.9708
-43.1500,0.0000,1.0000,1.0000
-43.2000,0.0000,1.0062,1.0062
-43.2500,0.0000,0.9849,0.9849
-43.3000,0.0000,0.9657,0.9657
-43.3500,-0.0500,0.9962,0.9962
-43.4000,-0.0500,0.9708,0.9708
-43.4500,-0.1000,0.9862,0.9862
-43.5000,-0.1000,0.9605,0.9605
-43.5500,-0.1500,0.9708,0.9708
-43.5000,-0.1500,1.0000,1.0000
-43.4500,-0.1500,1.0296,1.0296
-43.4000,-0.1000,1.0124,1.0124
-43.3500,-0.1000,1.0296,1.0296
-43.3000,-0.0500,1.0124,1.0124
-43.2500,-0.0500,1.0124,1.0124
-43.2000,-0.0500,0.9862,0.9862
-43.2500,-0.1000,0.9708,0.9708
-43.3000,-0.1000,1.0000,1.0000
-43.3500,-0.1500,0.9849,0.9849
-43.4000,-0.1500,1.0062,1.0062
-43.4500,-0.2000,0.9849,0.9849
-43.5000,-0.2000,1.0062,1.0062
-43.5500,-0.2000,1.0124,1.0124
-43.6000,-0.2000,0.9862,0.9862
-43.6500,-0.2000,0.9618,0.9618
-43.7000,-0.2500,0.9849,0.9849
-43.7500,-0.2500,0.9618,0.9618
-43.8000,-0.3000,0.9849,0.9849
-43.8500,-0.3000,0.9618,0.9618
-43.9000,-0.3500,0.9849,0.9849
-43.9500,-0.3500,0.9605,0.9605
-44.0000,-0.4000,0.9708,0.9708
-43.9500,-0.4000,1.0000,1.0000
-43.9000,-0.4000,1.0296,1.0296
-43.8500,-0.3500,1.0062,1.0062
-43.8000,-0.3500,1.0296,1.0296
-43.7500,-0.3000,1.0062,1.0062
-43.7000,-0.3000,1.0124,1.0124
-43.6500,-0.2500,1.0062,1.0062
-43.6000,-0.2500,1.0062,1.0062
-43.5500,-0.2500,0.9849,0.9849
-43.6000,-0.3000,0.9618,0.9618
-43.6500,-0.3000,0.9862,0.9862
-43.7000,-0.3500,0.9708,0.9708
-43.7500,-0.3500,1.0000,1.0000
-43.8000,-0.4000,0.9849,0.9849
-43.8500,-0.4000,1.0062,1.0062
-43.9000,-0.4500,0.9849,0.9849
-43.9500,-0.4500,1.0062,1.0062
-44.0000,-0.4500,1.0124,1.0124
-44.0500,-0.4500,0.9862,0.9862
-44.1000,-0.4500,0.9618,0.9618
-44.1500,-0.5000,0.9849,0.9849
-44.2000,-0.5000,0.9618,0.9618
-44.2500,-0.5500,0.9849,0.9849
-44.3000,-0.5500,0.9605,0.9605
-44.3500,-0.6000,0.9708,0.9708
-44.4000,-0.6000,0.9434,0.9434
-44.4500,-0.6000,0.9179,0.9179
-44.5000,-0.6500,0.9394,0.9394
-44.5500,-0.6500,0.9192,0.9192
-44.6000,-0.7000,0.9487,0.9487
-44.6500,-0.7000,0.9341,0.9341
-44.7000,-0.7500,0.9618,0.9618
-44.7500,-0.7500,0.9394,0.9394
-44.8000,-0.7500,0.9179,0.9179
-44.8500,-0.8000,0.9394,0.9394
-44.9000,-0.8000,0.9192,0.9192
-44.9500,-0.8000,0.9014,0.9014
-45.0000,-0.8500,0.9341,0.9341
-45.0500,-0.8500,0.9220,0.9220
-45.1000,-0.9000,0.9618,0.9618
-45.1500,-0.9000,0.9487,0.9487
-45.2000,-0.9000,0.9341,0.9341
-45.2500,-0.9500,0.9708,0.9708
-45.3000,-0.9500,0.9618,0.9618
-45.3500,-0.9500,0.9487,0.9487
-45.4000,-1.0000,0.9823,0.9823
-45.4500,-1.0000,0.9708,0.9708
-45.5000,-1.0000,0.9618,0.9618
-45.5500,-1.0000,0.9552,0.9552
-45.6000,-1.0500,1.0012,1.0012
-45.6500,-1.0500,1.0000,1.0000
-45.7000,-1.0500,1.0000,1.0000
-45.7500,-1.0500,1.0000,1.0000
-45.8000,-1.0500,1.0000,1.0000
-45.8500,-1.0500,1.0000,1.0000
-45.9000,-1.1000,1.0500,1.0500
-45.9500,-1.1000,1.0500,1.0500
-46.0000,-1.1000,1.0500,1.0500
-46.0500,-1.1000,1.0500,1.0500
-46.1000,-1.0500,1.0012,1.0012
-46.1500,-1.0500,1.0050,1.0050
-46.2000,-1.0500,1.0112,1.0112
-46.2500,-1.0500,1.0198,1.0198
-46.3000,-1.0000,0.9823,0.9823
-46.3500,-1.0000,0.9962,0.9962
-46.4000,-1.0000,1.0112,1.0112
-46.4500,-1.0000,1.0198,1.0198
-46.5000,-0.9500,0.9823,0.9823
-46.5500,-0.9500,0.9962,0.9962
-46.6000,-0.9000,0.9618,0.9618
-46.6500,-0.9000,0.9708,0.9708
-46.7000,-0.8500,0.9341,0.9341
-46.7500,-0.8000,0.9014,0.9014
-46.8000,-0.8000,0.9192,0.9192
-46.8500,-0.7500,0.8944,0.8944
-46.9000,-0.7000,0.8746,0.8746
-46.9500,-0.7000,0.9014,0.9014
-47.0000,-0.6500,0.8902,0.8902
-47.0500,-0.6000,0.8746,0.8746
-47.1000,-0.6000,0.9014,0.9014
-47.1500,-0.5500,0.8902,0.8902
-47.2000,-0.5000,0.8846,0.8846
-47.2500,-0.4500,0.8846,0.8846
-47.3000,-0.4500,0.9192,0.9192
-47.3500,-0.4000,0.9192,0.9192
-47.4000,-0.3500,0.9192,0.9192
-47.4500,-0.3000,0.9192,0.9192
-47.5000,-0.2500,0.9192,0.9192
-47.5500,-0.2000,0.9192,0.9192
-47.6000,-0.1500,0.9192,0.9192
-47.6500,-0.1000,0.9192,0.9192
-47.7000,-0.0500,0.9192,0.9192
-47.7500,0.0000,0.9192,0.9192
-47.8000,0.0500,0.9220,0.9220
-47.8500,0.1000,0.9301,0.9301
-47.9000,0.1500,0.9434,0.9434
-47.9500,0.2000,0.9618,0.9618
-48.0000,0.2500,0.9849,0.9849
-48.0500,0.3000,1.0000,1.0000
-48.1000,0.3500,1.0124,1.0124
-48.1500,0.4000,1.0296,1.0296
-48.2000,0.4500,1.0512,1.0512
-48.2500,0.5000,1.0548,1.0548
-48.3000,0.5500,1.0404,1.0404
-48.3500,0.6000,1.0308,1.0308
-48.4000,0.6500,1.0259,1.0259
-48.4500,0.7000,1.0259,1.0259
-48.4500,0.7500,1.0548,1.0548
-48.5000,0.8000,1.0404,1.0404
-48.5000,0.8500,1.0700,1.0700
-48.5000,0.9000,1.1011,1.1011
-48.5500,0.9500,1.0966,1.0966
-48.5500,1.0000,1.1314,1.1314
-48.5500,1.0500,1.1662,1.1662
-48.5500,1.1000,1.1927,1.1927
-48.5500,1.1500,1.1885,1.1885
-48.5500,1.2000,1.1769,1.1769
-48.5500,1.2500,1.1673,1.1673
-48.5500,1.3000,1.1597,1.1597
-48.5500,1.3500,1.1543,1.1543
-48.5500,1.4000,1.1402,1.1402
-48.5500,1.4500,1.1281,1.1281
-48.5500,1.5000,1.1180,1.1180
-48.5500,1.5500,1.1102,1.1102
-48.5500,1.6000,1.0966,1.0966
